ZN,MIDPOINT,1754919000,111.8671875,111.8671875,111.8515625,111.8515625,-1,-1,-1,0.03914457559585571
ZN,MIDPOINT,1754919005,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919010,111.8515625,111.8671875,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919015,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919020,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919025,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919030,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919035,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919040,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919045,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919050,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919055,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919060,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919065,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919070,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919075,111.8515625,111.8515625,111.8359375,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919080,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919085,111.8515625,111.8515625,111.8359375,111.8359375,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919090,111.8359375,111.8515625,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919095,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919100,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919105,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919110,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919115,111.8359375,111.8515625,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919120,111.8359375,111.8515625,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919125,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919130,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919135,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919140,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919145,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919150,111.8359375,111.8515625,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919155,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919160,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919165,111.8359375,111.8515625,111.8359375,111.8515625,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919170,111.8515625,111.8515625,111.8515625,111.8515625,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919175,111.8515625,111.8515625,111.8359375,111.8359375,-1,-1,-1,0.039170268923044205
ZN,MIDPOINT,1754919180,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919185,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919190,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919195,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919200,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919205,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919210,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919215,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919220,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919225,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919230,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919235,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919240,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919245,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919250,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919255,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919260,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919265,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919270,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919275,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919280,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919285,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919290,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919295,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919300,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919305,111.8359375,111.8359375,111.8203125,111.8203125,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919310,111.8203125,111.8359375,111.8203125,111.8203125,-1,-1,-1,0.03922166861593723
ZN,MIDPOINT,1754919315,111.8203125,111.8203125,111.8203125,111.8203125,-1,-1,-1,0.03922166861593723
ZN,MIDPOINT,1754919320,111.8203125,111.8359375,111.8203125,111.8359375,-1,-1,-1,0.03922166861593723
ZN,MIDPOINT,1754919325,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919330,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919335,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919340,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919345,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
ZN,MIDPOINT,1754919350,111.8359375,111.8359375,111.8359375,111.8359375,-1,-1,-1,0.039195965975522995
